"Q1 - Nota";"Q2 - Nota";"Codigo Situacao final bimestre";"Q1 - Tempo envio";"Q2 - Tempo envio";"S1 - Tempo ultimo acesso";"S2 - Tempo ultimo acesso";"Ano de Ingresso";"('Nota', 'Biologia I')";"('Nota', 'Educacao Fisica I')";"('Nota', 'Filosofia I')";"('Nota', 'Fisica I')";"('Nota', 'Geografia I')";"('Nota', 'Historia I')";"('Nota', 'Lingua Portuguesa e Literatura Brasileira I')";"('Nota', 'Matematica I')";"('Nota', 'Quimica I')";"('Nota', 'Sociologia I')";"Idade";"curso_integrado_MSI";"curso_integrado_MUSICA";"curso_integrado_TED";"sexo_F";"sexo_M";"cor_raca_Branca";"cor_raca_Indigena";"cor_raca_Nao declarada";"cor_raca_Parda";"cor_raca_Preta";"tipo_escola_origem_Privada";"tipo_escola_origem_Publica";"zona_residencial_Rural";"zona_residencial_Urbana";"cota_SISTEC_Cor/Raca";"cota_SISTEC_Escola Publica";"cota_SISTEC_Nao se aplica";"cota_SISTEC_Necessidades Especiais";"cota_MEC_Nao se aplica";"cota_MEC_publica";"cota_MEC_publica_PCD";"cota_MEC_publica_PPI";"cota_MEC_publica_renda_menor_1,5SM";"cota_MEC_publica_renda_menor_1,5SM_PCD";"cota_MEC_publica_renda_menor_1,5SM_PPI";"cota_MEC_publica_renda_menor_1,5SM_PPI_PCD";"Escola de Origem"
"87.5";100;1;"5.0";"3.0";"0.0";"4.0";"2018.0";"89.0";"93.0";"81.0";"82.0";"91.0";"70.0";"87.0";"97.0";"76.0";"84.0";"18.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"142.0"
"75.0";100;1;"3.0";"4.0";"5.0";"5.0";"2018.0";"79.0";"91.0";"77.0";"74.0";"85.0";"70.0";"79.0";"86.0";"77.0";"79.0";"16.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"138.0"
"87.5";90;1;"4.0";"2.0";"5.0";"5.0";"2018.0";"86.0";"92.0";"84.0";"53.0";"88.0";"76.0";"83.0";"86.0";"81.0";"77.0";"17.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"64.0"
"87.5";80;1;"5.0";"5.0";"99.0";"1.0";"2018.0";"87.0";"85.0";"79.0";"74.0";"86.0";"73.0";"84.0";"93.0";"81.0";"86.0";"18.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"33.0"
"75.0";100;1;"2.0";"3.0";"3.0";"5.0";"2018.0";"81.0";"90.0";"80.0";"51.0";"90.0";"59.0";"83.0";"86.0";"76.0";"78.0";"17.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"51.0"
"75.0";60;1;"2.0";"2.0";"4.0";"4.0";"2018.0";"71.0";"86.0";"60.0";"48.5";"77.0";"52.0";"70.0";"62.0";"54.0";"70.0";"18.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"20.0"
"50.0";80;1;"2.0";"3.0";"4.0";"4.0";"2018.0";"79.0";"93.0";"76.0";"53.0";"81.0";"65.0";"70.0";"74.0";"62.0";"77.0";"17.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"98.0"
"100.0";90;1;"3.0";"6.0";"4.0";"4.0";"2018.0";"90.0";"90.0";"99.0";"74.0";"85.0";"75.0";"94.0";"84.0";"84.0";"88.0";"18.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"160.0"
"75.0";90;1;"5.0";"5.0";"99.0";"2.0";"2018.0";"81.0";"90.0";"75.0";"54.0";"86.0";"62.0";"76.0";"78.0";"75.0";"78.0";"18.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"7.0"
"87.5";80;1;"3.0";"5.0";"4.0";"4.0";"2018.0";"71.0";"83.0";"74.0";"56.0";"78.0";"58.0";"52.0";"53.0";"51.0";"70.0";"18.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"69.0"
"75.0";60;0;"3.0";"4.0";"4.0";"5.0";"2018.0";"60.0";"87.0";"76.0";"54.0";"72.0";"55.0";"50.0";"53.0";"56.0";"77.0";"18.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"146.0"
"75.0";50;1;"4.0";"43.0";"5.0";"3.0";"2018.0";"78.0";"81.0";"57.0";"46.0";"76.0";"60.0";"74.0";"53.0";"58.0";"78.0";"17.0";"0.0";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"146.0"
"87.5";90;1;"2.0";"2.0";"4.0";"5.0";"2018.0";"85.0";"92.0";"86.0";"71.0";"85.0";"74.0";"80.0";"86.0";"73.0";"84.0";"18.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"83.0"
"75.0";90;1;"1.0";"5.0";"2.0";"5.0";"2018.0";"74.0";"89.0";"82.0";"70.0";"91.0";"77.0";"78.0";"88.0";"72.0";"74.0";"17.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"151.0"
"87.5";80;1;"3.0";"2.0";"4.0";"4.0";"2018.0";"77.0";"86.0";"80.0";"51.0";"81.0";"60.0";"76.0";"78.0";"79.0";"74.0";"18.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"141.0"
"62.5";90;1;"5.0";"5.0";"99.0";"5.0";"2018.0";"60.0";"77.0";"75.0";"57.0";"70.0";"64.0";"73.0";"71.0";"68.0";"80.0";"18.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"66.0"
"62.5";70;1;"5.0";"5.0";"99.0";"4.0";"2018.0";"61.0";"76.0";"74.0";"50.0";"70.0";"68.0";"51.0";"70.0";"62.0";"76.0";"17.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"81.0"
"75.0";90;1;"4.0";"2.0";"5.0";"5.0";"2018.0";"81.0";"90.0";"77.0";"57.0";"92.0";"67.0";"79.0";"71.0";"70.0";"71.0";"18.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"5.0"
"75.0";70;1;"5.0";"2.0";"99.0";"4.0";"2018.0";"78.0";"93.0";"77.0";"56.0";"86.0";"69.0";"80.0";"76.0";"86.0";"81.0";"18.0";"0.0";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"133.0"
